Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 02:00 PM,2020,02,25,14,42.1,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 03:00 PM,2020,02,25,15,39.5,111,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 04:00 PM,2020,02,25,16,36.2,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 05:00 PM,2020,02,25,17,26.6,81,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 06:00 PM,2020,02,25,18,22.3,72,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 07:00 PM,2020,02,25,19,21.6,71,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 08:00 PM,2020,02,25,20,22.3,72,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 09:00 PM,2020,02,25,21,17.1,62,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 10:00 PM,2020,02,25,22,15.0,57,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-25 11:00 PM,2020,02,25,23,16.5,60,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 12:00 AM,2020,02,26,00,13.7,54,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 01:00 AM,2020,02,26,01,13.3,54,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 02:00 AM,2020,02,26,02,14.6,56,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 03:00 AM,2020,02,26,03,17.3,62,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 04:00 AM,2020,02,26,04,19.1,66,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 05:00 AM,2020,02,26,05,18.5,64,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 06:00 AM,2020,02,26,06,18.7,65,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 07:00 AM,2020,02,26,07,22.8,74,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 08:00 AM,2020,02,26,08,45.4,125,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 09:00 AM,2020,02,26,09,60.2,153,Unhealthy,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 10:00 AM,2020,02,26,10,60.2,153,Unhealthy,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 11:00 AM,2020,02,26,11,55.4,150,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 12:00 PM,2020,02,26,12,52.9,144,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 01:00 PM,2020,02,26,13,50.2,137,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 02:00 PM,2020,02,26,14,52.2,142,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 03:00 PM,2020,02,26,15,51.0,139,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 04:00 PM,2020,02,26,16,37.9,107,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 05:00 PM,2020,02,26,17,28.4,85,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 06:00 PM,2020,02,26,18,27.7,84,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 07:00 PM,2020,02,26,19,24.3,77,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 08:00 PM,2020,02,26,20,22.1,72,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 09:00 PM,2020,02,26,21,17.5,62,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 10:00 PM,2020,02,26,22,16.7,61,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-26 11:00 PM,2020,02,26,23,16.3,60,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 12:00 AM,2020,02,27,00,14.1,55,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 01:00 AM,2020,02,27,01,13.5,54,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 02:00 AM,2020,02,27,02,15.7,59,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 03:00 AM,2020,02,27,03,19.8,67,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 04:00 AM,2020,02,27,04,20.9,70,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 05:00 AM,2020,02,27,05,21.9,72,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 06:00 AM,2020,02,27,06,23.4,75,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 07:00 AM,2020,02,27,07,24.7,77,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 08:00 AM,2020,02,27,08,30.3,89,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 09:00 AM,2020,02,27,09,28.6,86,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 10:00 AM,2020,02,27,10,23.8,76,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 11:00 AM,2020,02,27,11,25.4,79,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 12:00 PM,2020,02,27,12,23.7,75,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 01:00 PM,2020,02,27,13,23.8,76,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 02:00 PM,2020,02,27,14,23.0,74,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 03:00 PM,2020,02,27,15,18.9,65,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 04:00 PM,2020,02,27,16,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 05:00 PM,2020,02,27,17,17.4,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 06:00 PM,2020,02,27,18,17.2,62,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 07:00 PM,2020,02,27,19,17.6,63,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 08:00 PM,2020,02,27,20,16.4,60,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 09:00 PM,2020,02,27,21,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 10:00 PM,2020,02,27,22,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-27 11:00 PM,2020,02,27,23,17.0,61,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 12:00 AM,2020,02,28,00,13.5,54,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 01:00 AM,2020,02,28,01,14.2,55,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 02:00 AM,2020,02,28,02,17.1,62,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 03:00 AM,2020,02,28,03,13.5,54,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 04:00 AM,2020,02,28,04,15.2,58,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 05:00 AM,2020,02,28,05,16.6,60,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 06:00 AM,2020,02,28,06,19.3,66,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 07:00 AM,2020,02,28,07,30.6,90,Moderate,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 08:00 AM,2020,02,28,08,37.3,105,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 09:00 AM,2020,02,28,09,46.6,128,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 10:00 AM,2020,02,28,10,51.8,141,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 11:00 AM,2020,02,28,11,48.4,133,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 12:00 PM,2020,02,28,12,47.2,130,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 01:00 PM,2020,02,28,13,41.1,115,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 02:00 PM,2020,02,28,14,39.5,111,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 03:00 PM,2020,02,28,15,38.7,109,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 04:00 PM,2020,02,28,16,36.3,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 05:00 PM,2020,02,28,17,25.1,78,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 06:00 PM,2020,02,28,18,19.0,66,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 07:00 PM,2020,02,28,19,19.0,66,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 08:00 PM,2020,02,28,20,20.5,69,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 09:00 PM,2020,02,28,21,19.7,67,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 10:00 PM,2020,02,28,22,18.3,64,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-28 11:00 PM,2020,02,28,23,18.6,65,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 12:00 AM,2020,02,29,00,14.8,57,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 01:00 AM,2020,02,29,01,15.9,59,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 02:00 AM,2020,02,29,02,15.9,59,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 03:00 AM,2020,02,29,03,14.9,57,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 04:00 AM,2020,02,29,04,14.9,57,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 05:00 AM,2020,02,29,05,16.4,60,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 06:00 AM,2020,02,29,06,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 07:00 AM,2020,02,29,07,19.8,67,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 08:00 AM,2020,02,29,08,21.4,71,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 09:00 AM,2020,02,29,09,24.7,77,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 10:00 AM,2020,02,29,10,39.8,112,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 11:00 AM,2020,02,29,11,44.9,124,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 12:00 PM,2020,02,29,12,46.9,129,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 01:00 PM,2020,02,29,13,41.4,116,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 02:00 PM,2020,02,29,14,33.2,95,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 03:00 PM,2020,02,29,15,26.6,81,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 04:00 PM,2020,02,29,16,20.8,69,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 05:00 PM,2020,02,29,17,18.9,65,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 06:00 PM,2020,02,29,18,16.9,61,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 07:00 PM,2020,02,29,19,16.4,60,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 08:00 PM,2020,02,29,20,18.2,64,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 09:00 PM,2020,02,29,21,17.1,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 10:00 PM,2020,02,29,22,16.5,60,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-02-29 11:00 PM,2020,02,29,23,17.2,62,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 12:00 AM,2020,03,01,00,16.1,59,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 01:00 AM,2020,03,01,01,15.7,59,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 02:00 AM,2020,03,01,02,12.2,51,Moderate,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 03:00 AM,2020,03,01,03,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 04:00 AM,2020,03,01,04,10.3,43,Good,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 05:00 AM,2020,03,01,05,13.1,53,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 06:00 AM,2020,03,01,06,18.0,63,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 07:00 AM,2020,03,01,07,20.0,68,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 08:00 AM,2020,03,01,08,21.5,71,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 09:00 AM,2020,03,01,09,19.7,67,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 10:00 AM,2020,03,01,10,21.3,70,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 11:00 AM,2020,03,01,11,25.6,79,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 12:00 PM,2020,03,01,12,24.8,78,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 01:00 PM,2020,03,01,13,26.9,82,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 02:00 PM,2020,03,01,14,23.9,76,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 03:00 PM,2020,03,01,15,21.4,71,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 04:00 PM,2020,03,01,16,17.7,63,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 05:00 PM,2020,03,01,17,16.8,61,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 06:00 PM,2020,03,01,18,14.9,57,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 07:00 PM,2020,03,01,19,17.9,63,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 08:00 PM,2020,03,01,20,18.9,65,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 09:00 PM,2020,03,01,21,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 10:00 PM,2020,03,01,22,19.7,67,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-01 11:00 PM,2020,03,01,23,17.3,62,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 12:00 AM,2020,03,02,00,13.6,54,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 01:00 AM,2020,03,02,01,10.3,43,Good,7.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 02:00 AM,2020,03,02,02,12.1,51,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 03:00 AM,2020,03,02,03,10.5,44,Good,9.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 04:00 AM,2020,03,02,04,11.2,47,Good,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 05:00 AM,2020,03,02,05,12.6,52,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 06:00 AM,2020,03,02,06,15.8,59,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 07:00 AM,2020,03,02,07,15.9,59,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 08:00 AM,2020,03,02,08,17.4,62,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 09:00 AM,2020,03,02,09,15.7,59,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 10:00 AM,2020,03,02,10,16.8,61,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 11:00 AM,2020,03,02,11,18.4,64,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 12:00 PM,2020,03,02,12,17.2,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 01:00 PM,2020,03,02,13,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 02:00 PM,2020,03,02,14,14.8,57,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 03:00 PM,2020,03,02,15,14.3,56,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 04:00 PM,2020,03,02,16,14.3,56,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 05:00 PM,2020,03,02,17,14.6,56,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 06:00 PM,2020,03,02,18,14.3,56,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 07:00 PM,2020,03,02,19,15.6,58,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 08:00 PM,2020,03,02,20,16.4,60,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 09:00 PM,2020,03,02,21,18.2,64,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 10:00 PM,2020,03,02,22,17.4,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-02 11:00 PM,2020,03,02,23,16.4,60,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 12:00 AM,2020,03,03,00,15.1,57,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 01:00 AM,2020,03,03,01,15.8,59,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 02:00 AM,2020,03,03,02,14.1,55,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 03:00 AM,2020,03,03,03,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 04:00 AM,2020,03,03,04,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 05:00 AM,2020,03,03,05,15.8,59,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 06:00 AM,2020,03,03,06,17.2,62,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 07:00 AM,2020,03,03,07,18.4,64,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 08:00 AM,2020,03,03,08,22.4,73,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 09:00 AM,2020,03,03,09,30.2,89,Moderate,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 10:00 AM,2020,03,03,10,29.6,88,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 11:00 AM,2020,03,03,11,31.3,91,Moderate,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 12:00 PM,2020,03,03,12,33.1,95,Moderate,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 01:00 PM,2020,03,03,13,28.5,85,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 02:00 PM,2020,03,03,14,23.2,74,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 03:00 PM,2020,03,03,15,22.6,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 04:00 PM,2020,03,03,16,20.8,69,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 05:00 PM,2020,03,03,17,18.4,64,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 06:00 PM,2020,03,03,18,19.2,66,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 07:00 PM,2020,03,03,19,19.6,67,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 08:00 PM,2020,03,03,20,16.2,60,Moderate,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 09:00 PM,2020,03,03,21,15.6,58,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 10:00 PM,2020,03,03,22,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-03 11:00 PM,2020,03,03,23,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-04 12:00 AM,2020,03,04,00,16.9,61,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2020-03-04 01:00 AM,2020,03,04,01,13.0,53,Moderate,9.0,UG/M3,1 Hr,Valid
